reporting_date,uniqueContID,ProductID,platform_identifier,confirmation_platform,counterparty_1_lei,counterparty_1_ID,counterparty_1_country,counterparty_2_lei,counterparty_2_name,counterparty_2_country,counterparty_2_sector,counterparty_2_rating,asset_class,contract_type,product_name,instrument_type,underlying_asset_type,underlying_id,underlying_name,cfi_code,isin,trade_date,effective_date,maturity_date,termination_date, notional_amount_leg1 ,notional_currency_leg1, notional_amount_leg2 ,notional_currency_leg2, price ,price_currency,fixed_rate_leg1,fixed_rate_leg2,floating_rate_index_leg1,floating_rate_index_leg2,spread_leg1_bps,spread_leg2_bps,payment_frequency_leg1,payment_frequency_leg2,day_count_leg1,day_count_leg2,buyer_lei,seller_lei,payer_leg1,receiver_leg1,direction,position_side,quantity,unit_of_measure,cleared,central_counterparty_lei,clearing_timestamp,settlement_date,settlement_currency,settlement_type,valuation_timestamp,valuation_amount,valuation_currency,valuation_method,valuation_source,collateralisation_category,collateral_portfolio_indicator,collateral_portfolio_code, initial_margin_posted , initial_margin_received , variation_margin_posted , variation_margin_received , excess_collateral_posted , excess_collateral_received ,margin_currency,option_type,option_style,strike_price,strike_currency,option_premium,premium_currency,premium_payment_date,expiry_date,reference_entity_lei,reference_entity_name,reference_obligation,seniority,credit_event,restructuring_clause,master_agreement_type,master_agreement_version,netting_set_id,margin_agreement_id,beneficiary_lei,broker_lei,clearing_member_lei
31/5/25,99999990165,99990001,SEF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,KF8J84S57EJLS6CUY415,Counterparty 619 Investments,SG,Asset Manager,AAA,Foreign Exchange,Forward,NDF,OTC Derivative,Currency Pair,JPY/SGD,JPY/SGD,FFCXXX,,29/8/25,29/8/25,28/11/25,,"120,000,000",JPY,," 84,771,120 ", 0.70643 ,SGD,,,,,,,Semi-Annual,,30/360,,KF8J84S57EJLS6CUY415,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Sell,Long,,,N,,,30/8/25,JPY,Physical,2025-08-29T19:00:00,"576,676",JPY,Mark-to-Model,Counterparty Statement,Partially Collateralised,N,CSA-9166,"1,458,660","2,026,805", -   ,"576,676","1,056,545","298,818",JPY,,,,,,,,,,,,,,,ISDA,,NS-145,MA-248,,,
31/5/25,99999990166,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,JEJZSK7T0TKBP0IX7137,Counterparty 206 Capital,GB,Corporate,BB,Interest Rate,Swap,Basis Swap,OTC Derivative,Interest Rate,HIBOR,HIBOR,SRXXXX,,4/2/26,6/2/26,7/8/26,,"650,000,000",HKD,,,0.020663,HKD,0.020663,,SORA,EURIBOR,186.6,166.34,Monthly,Monthly,30/360,30/360,JEJZSK7T0TKBP0IX7137,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Short,,,Y,SGXASGSGXXX,2026-02-04T02:00:00,6/2/26,HKD,Physical,2026-02-04T19:00:00,"-16,647,205",HKD,Mark-to-Model,Counterparty Statement,Uncollateralised,Y,CSA-4028,"13,322,076","5,729,745","11,848,628", -   ,"1,356,573","172,700",HKD,,,,,,,,,,,,,,,ISDA,1992,NS-121,MA-249,,VCSDSPNNNWM7QUHZOJ23,373H8DMPFM5NIZUOC014
31/5/25,99999990167,99990001,OTC,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,PYV45QSH0ANZXWIDET87,Counterparty 172 Pte Ltd,DE,Corporate,B,Interest Rate,Option,Cap,OTC Derivative,Interest Rate,TONAR,TONAR,SRXXXX,,28/9/25,30/9/25,31/3/26,,"320,000,000",GBP,,,0.011206,GBP,0.011206,,SORA,,1.18,,Monthly,,ACT/360,,5493001KJTIIGC8Y1R12,PYV45QSH0ANZXWIDET87,PYV45QSH0ANZXWIDET87,PYV45QSH0ANZXWIDET87,Buy,Short,,,Y,LCHLGB2LXXX,2025-09-28T06:00:00,30/9/25,GBP,Cash,2025-09-29T19:00:00,"22,609,927",GBP,Mark-to-Model,Counterparty Statement,Partially Collateralised,N,CSA-2782,"5,823,056","4,856,185", -   ,"22,609,927","1,553,236","2,711,781",GBP,Put,Bermudan,168.1547,GBP,2099595.52,GBP,30/9/25,12/2/26,,,,,,,ISDA,2018,NS-118,MA-247,PYV45QSH0ANZXWIDET87,,I1BCMD7NXYZFBYJ3EU37
31/5/25,99999990168,99990001,OTC,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,72MVTP497I0CNOXHDG95,Counterparty 479 Investments,US,Broker Dealer,AA,Interest Rate,Option,Cap,OTC Derivative,Interest Rate,BBSW,BBSW,SRXXXX,,21/12/25,21/12/25,22/3/26,,"120,000,000",JPY,,,0.06471,JPY,0.06471,,TONAR,,192.2,,Quarterly,,30/360,,72MVTP497I0CNOXHDG95,5493001KJTIIGC8Y1R12,72MVTP497I0CNOXHDG95,72MVTP497I0CNOXHDG95,Sell,Short,,,N,,,23/12/25,JPY,Cash,2025-12-21T19:00:00,"4,919,399",JPY,Mark-to-Market,Counterparty Statement,Uncollateralised,N,CSA-1050,"2,542,182","2,245,592", -   ,"1,374,517","1,076,701","1,152,025",JPY,Call,European,227.5172,JPY,2770133.48,JPY,23/12/25,28/1/26,,,,,,,GMRA,2018,NS-101,MA-235,,1Z9D0B94JZH30B2LNT81,
31/5/25,99999990169,99990001,Bilateral,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,8J1RF9YYW0ENA941GJ34,Counterparty 926 Holdings,HK,Sovereign,BB,Interest Rate,Option,Cap,OTC Derivative,Interest Rate,HIBOR,HIBOR,SRXXXX,,11/6/25,13/6/25,12/12/25,,"100,000,000",JPY,,,0.034314,JPY,0.034314,,SOFR,,206.39,,Monthly,,30/360,,254900F6KD0V3NHL4K90,8J1RF9YYW0ENA941GJ34,8J1RF9YYW0ENA941GJ34,254900F6KD0V3NHL4K90,Buy,Short,,,Y,SGXASGSGXXX,2025-06-11T07:00:00,13/6/25,JPY,Cash,2025-06-12T19:00:00,"-345,323",JPY,Mark-to-Market,Market Data Vendor,Uncollateralised,Y,CSA-9062,"671,204","19,540","868,496", -   ,"724,988","826,006",JPY,Put,European,245.856,JPY,2305143.34,JPY,13/6/25,19/10/25,,,,,,,None,1992,NS-149,MA-249,8J1RF9YYW0ENA941GJ34,,0L7M20JDXORRB522SZ30
31/5/25,99999990170,99990001,Bilateral,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,EMMM3OFIUWKMWZG38F69,Counterparty 110 Bank,JP,Corporate,AA,Commodity,Forward,Commodity Forward,OTC Derivative,Commodity,GOLD,Gold,SCXXXX,,27/3/25,27/3/25,25/9/25,,"28,000,000",HKD,,,50.4419,HKD,,,,,,,Annual,,ACT/360,,EMMM3OFIUWKMWZG38F69,254900F6KD0V3NHL4K90,EMMM3OFIUWKMWZG38F69,EMMM3OFIUWKMWZG38F69,Sell,Short,411249,Metric Tonnes,Y,CMEGUS33XXX,2025-03-27T08:00:00,28/3/25,HKD,Cash,2025-03-27T19:00:00,"206,585",HKD,Mark-to-Model,Internal Model,Partially Collateralised,Y,CSA-9442,"820,204","315,824", -   ,"206,585","49,621","190,829",HKD,,,,,,,,,,,,,,,GMRA,,NS-101,MA-221,,,8GJ356KLEAKF58LGMQ76
31/5/25,99999990171,99990001,Bilateral,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,81ZH34DZ5PZ7JAXAY828,Counterparty 186 Bank,GB,Bank,A,Foreign Exchange,Forward,FX Forward,OTC Derivative,Currency Pair,SGD/JPY,SGD/JPY,FFCXXX,,4/4/25,5/4/25,4/4/30,,"600,000,000",SGD,," 748,133,400 ", 1.24689 ,JPY,,,,,,,Monthly,,30/360,,81ZH34DZ5PZ7JAXAY828,254900F6KD0V3NHL4K90,81ZH34DZ5PZ7JAXAY828,81ZH34DZ5PZ7JAXAY828,Sell,Long,,,Y,SGXASGSGXXX,2025-04-04T04:00:00,6/4/25,SGD,Physical,2025-04-05T19:00:00,"41,957,641",SGD,Mark-to-Model,Market Data Vendor,One-way CSA,Y,CSA-9835,"12,361,455","7,288,824", -   ,"41,957,641","4,614,644","3,940,360",SGD,,,,,,,,,,,,,,,ISDA,,NS-117,MA-224,,,O81Q6SITV69EFSW28668
31/5/25,99999990172,99990001,OTC,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,85Y8J165JIU7M5C8U710,Counterparty 508 Bank,CN,Insurance,AAA,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,USD/HKD,USD/HKD,SFCXXX,,17/12/25,18/12/25,17/12/30,,"1,200,000,000",USD,"1,414,676,405",HKD,0.749791,HKD,0.041221,,BBSW,EURIBOR,120.76,-40.81,At Maturity,Monthly,30/360,30/360,85Y8J165JIU7M5C8U710,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,85Y8J165JIU7M5C8U710,Sell,Short,,,Y,CMEGUS33XXX,2025-12-17T05:00:00,18/12/25,USD,Physical,2025-12-19T19:00:00,"76,755,217",USD,Mark-to-Model,Internal Model,Fully Collateralised,N,CSA-5707,"6,332,659","26,873,021","6,439,739","76,755,217","9,898,344","2,690,481",USD,,,,,,,,,,,,,,,ISDA,2018,NS-140,MA-239,,FUL8V4LVYKKZOOV7XG38,
31/5/25,99999990173,99990001,Bilateral,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,H44KDM7VPRCFXNZTFU47,Counterparty 564 Pte Ltd,CN,Fund,BBB,Equity,Forward,Equity Forward,OTC Derivative,Single Name Equity,HSBA,HSBA LN Equity,SESXXX,US7907430691,18/6/25,20/6/25,20/6/27,,"140,000,000",EUR,,,218.7795,EUR,,,,,,,At Maturity,,30/360,,5493001KJTIIGC8Y1R12,H44KDM7VPRCFXNZTFU47,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Buy,Short,146559,Troy Ounces,N,,,19/6/25,EUR,Cash,2025-06-19T19:00:00,"-4,850,075",EUR,Mark-to-Market,Market Data Vendor,Fully Collateralised,N,CSA-5581,"3,232,989","365,976","496,509", -   ,"757,889","475,351",EUR,,,,,,,,,,,,,,,None,,NS-123,MA-250,,,
31/5/25,99999990174,99990001,SEF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,6ITHF1VBIACCJTXOOE40,Counterparty 234 Pte Ltd,GB,Asset Manager,A,Credit,Swap,Index CDS,OTC Derivative,Credit Index,iTraxx Asia ex-Japan,iTraxx Asia ex-Japan,SCXXXX,,15/2/26,17/2/26,16/2/31,,"80,000,000",USD,,,204.58,USD,,,,,,,Semi-Annual,,ACT/365,,5493001KJTIIGC8Y1R12,6ITHF1VBIACCJTXOOE40,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Buy,Short,,,Y,LCHLGB2LXXX,2026-02-15T06:00:00,16/2/26,USD,Cash,2026-02-16T19:00:00,"2,329,535",USD,Mark-to-Market,Market Data Vendor,One-way CSA,Y,CSA-8471,"681,383","682,471", -   ,"2,329,535","141,553","144,532",USD,,,,,,,,,,iTraxx Asia ex-Japan,Senior Bond 2032,Subordinated,Failure to Pay,MR,GMRA,2018,NS-135,MA-240,,,L8GIMEIMJATFDYAF7P63
31/5/25,99999990175,99990001,OTC,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,UJF63Y9PGZD9L2H4LE68,Counterparty 803 Bank,FR,Sovereign,B,Foreign Exchange,Option,FX Option,OTC Derivative,Currency Pair,AUD/SGD,AUD/SGD,SFCXXX,,13/4/25,18/4/25,18/4/27,,"10,000,000",AUD,,,1.28025,SGD,,,,,,,Annual,,ACT/360,,5493001KJTIIGC8Y1R12,UJF63Y9PGZD9L2H4LE68,5493001KJTIIGC8Y1R12,UJF63Y9PGZD9L2H4LE68,Buy,Long,,,N,,,14/4/25,AUD,Cash,2025-04-13T19:00:00,"385,591",AUD,Mark-to-Model,Market Data Vendor,Fully Collateralised,N,CSA-2908,"264,468","286,603","159,881","385,591","18,046","44,683",AUD,Put,European,0.742833,SGD,77988.92,AUD,15/4/25,29/1/27,,,,,,,ISDA,2002,NS-103,MA-221,,,
31/5/25,99999990176,99990001,SEF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,HN5UI97PIJBGIXZD9M32,Counterparty 138 Pte Ltd,IN,Broker Dealer,B,Foreign Exchange,Option,FX Option,OTC Derivative,Currency Pair,GBP/HKD,GBP/HKD,SFCXXX,,17/5/25,22/5/25,20/5/35,,"600,000,000",GBP,,,1.028837,HKD,,,,,,,Monthly,,ACT/360,,254900F6KD0V3NHL4K90,HN5UI97PIJBGIXZD9M32,254900F6KD0V3NHL4K90,HN5UI97PIJBGIXZD9M32,Buy,Long,,,N,,,19/5/25,GBP,Cash,2025-05-19T19:00:00,"13,193,005",GBP,Mark-to-Market,Internal Model,One-way CSA,N,CSA-2354,"7,098,224","1,095,858","9,007,282","9,222,824","1,262,503","3,560,910",GBP,Call,Bermudan,1.757639,HKD,3997306.78,GBP,19/5/25,20/4/35,,,,,,,ISDA,2002,NS-146,MA-209,,,
31/5/25,99999990177,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,03IDHFHHYZGILCHC2I53,Counterparty 777 Holdings,DE,Fund,AAA,Interest Rate,Option,Floor,OTC Derivative,Interest Rate,SONIA,SONIA,SRXXXX,,26/1/26,31/1/26,31/1/28,,"140,000,000",USD,,,0.015525,USD,0.015525,0.013677,BBSW,,213.06,,Monthly,,ACT/360,,03IDHFHHYZGILCHC2I53,254900F6KD0V3NHL4K90,03IDHFHHYZGILCHC2I53,254900F6KD0V3NHL4K90,Sell,Short,,,N,,,27/1/26,USD,Cash,2026-01-27T19:00:00,"6,196,932",USD,Mark-to-Model,Internal Model,Uncollateralised,Y,CSA-8433,"435,244","3,210,312", -   ,"6,196,932","166,110","385,647",USD,Put,American,146.4298,USD,3086430.72,USD,28/1/26,21/12/27,,,,,,,GMRA,2018,NS-148,MA-259,,,
31/5/25,99999990178,99990001,MTF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,BJ4D1HXK4O95RDKD2F65,Counterparty 536 Holdings,GB,Fund,A,Interest Rate,Swap,Interest Rate Swap,OTC Derivative,Interest Rate,HIBOR,HIBOR,SRXXXX,,13/1/25,18/1/25,18/1/27,,"200,000,000",JPY,,,0.012412,JPY,0.012412,,BBSW,BBSW,-47.73,160.36,Annual,Monthly,ACT/360,ACT/360,BJ4D1HXK4O95RDKD2F65,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,BJ4D1HXK4O95RDKD2F65,Sell,Long,,,Y,SGXASGSGXXX,2025-01-13T01:00:00,14/1/25,JPY,Physical,2025-01-14T19:00:00,"-14,963,745",JPY,Mark-to-Model,Counterparty Statement,Fully Collateralised,N,CSA-5919,"351,887","101,161","14,963,745","3,826,356","398,989","801,234",JPY,,,,,,,,,,,,,,,ISDA,2002,NS-101,MA-201,,C9DH6HCNB09OG2ZRF530,C8A7GX2GJBGVD3FM6C62
31/5/25,99999990179,99990001,SEF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,211Q5BNH9AVMMZK2Q160,Counterparty 547 Bank,HK,Insurance,BB,Interest Rate,Option,Cap,OTC Derivative,Interest Rate,EURIBOR,EURIBOR,SRXXXX,,11/2/25,13/2/25,14/8/25,,"2,000,000",CNH,,,0.028425,CNH,0.028425,0.062818,BBSW,,126.79,,Semi-Annual,,30/360,,254900F6KD0V3NHL4K90,211Q5BNH9AVMMZK2Q160,211Q5BNH9AVMMZK2Q160,254900F6KD0V3NHL4K90,Buy,Short,,,N,,,12/2/25,CNH,Physical,2025-02-12T19:00:00,"94,433",CNH,Mark-to-Market,Counterparty Statement,Uncollateralised,Y,CSA-8589,"3,035","35,311", -   ,"94,433","11,806","13,703",CNH,Put,American,158.687,CNH,60492.73,CNH,13/2/25,8/7/25,,,,,,,ISDA,,NS-158,MA-224,,,
31/5/25,99999990180,99990001,SEF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,4RPOLU1LN6SH2AEQK194,Counterparty 242 Pte Ltd,CN,Corporate,A,Foreign Exchange,Forward,FX Forward,OTC Derivative,Currency Pair,SGD/USD,SGD/USD,FFCXXX,,21/4/25,26/4/25,26/7/25,,"20,000,000",SGD,," 27,858,140 ", 1.39291 ,USD,,,,,,,Annual,,ACT/365,,254900F6KD0V3NHL4K90,4RPOLU1LN6SH2AEQK194,254900F6KD0V3NHL4K90,4RPOLU1LN6SH2AEQK194,Buy,Long,,,N,,,23/4/25,SGD,Cash,2025-04-22T19:00:00,"418,639",SGD,Mark-to-Model,Counterparty Statement,Uncollateralised,N,CSA-7606,"396,264","155,695","360,775","418,639","18,301","129,590",SGD,,,,,,,,,,,,,,,ISDA,2002,NS-132,MA-257,,H2W76O26X2A8LDBQ8C63,
31/5/25,99999990181,99990001,Bilateral,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,96J3Z4DRCWOHQF1HW115,Counterparty 606 Holdings,IN,Fund,AA,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,GBP/EUR,GBP/EUR,SFCXXX,,26/11/25,27/11/25,27/11/26,,"650,000,000",GBP,"583,589,375",EUR,1.152287,EUR,,,,,,,At Maturity,At Maturity,ACT/360,,96J3Z4DRCWOHQF1HW115,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Sell,Long,,,N,,,28/11/25,GBP,Physical,2025-11-28T19:00:00,"-33,100,574",GBP,Mark-to-Model,Counterparty Statement,Partially Collateralised,Y,CSA-8141,"12,479,973","17,252,966","9,126,143", -   ,"893,486","1,680,455",GBP,,,,,,,,,,,,,,,GMRA,2002,NS-148,MA-233,,,
31/5/25,99999990182,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,FTENHPWKN0GON40AVL41,Counterparty 144 Capital,FR,Asset Manager,BBB,Interest Rate,Swap,Interest Rate Swap,OTC Derivative,Interest Rate,SONIA,SONIA,SRXXXX,,15/6/25,15/6/25,13/6/32,,"50,000,000",EUR,,,0.010286,EUR,0.010286,0.022368,SOFR,HIBOR,7.97,36.75,Quarterly,Semi-Annual,30/360,ACT/360,5493001KJTIIGC8Y1R12,FTENHPWKN0GON40AVL41,FTENHPWKN0GON40AVL41,5493001KJTIIGC8Y1R12,Buy,Short,,,N,,,17/6/25,EUR,Physical,2025-06-15T19:00:00,"2,301,584",EUR,Mark-to-Market,Counterparty Statement,One-way CSA,N,CSA-6105,"624,586","1,267,692", -   ,"896,576","465,155","190,581",EUR,,,,,,,,,,,,,,,GMRA,1992,NS-120,MA-221,,,
31/5/25,99999990183,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,HHILD4XPYCWHE4F1DO86,Counterparty 650 Holdings,DE,Fund,A,Interest Rate,Option,Floor,OTC Derivative,Interest Rate,SONIA,SONIA,SRXXXX,,19/2/26,24/2/26,24/2/28,,"250,000,000",GBP,,,0.022978,GBP,0.022978,,EURIBOR,,95.65,,Semi-Annual,,ACT/360,,5493001KJTIIGC8Y1R12,HHILD4XPYCWHE4F1DO86,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Buy,Short,,,Y,CMEGUS33XXX,2026-02-19T04:00:00,21/2/26,GBP,Cash,2026-02-21T19:00:00,"-19,009,072",GBP,Mark-to-Market,Counterparty Statement,One-way CSA,Y,CSA-4059,"4,920,480","4,292,999","1,493,567","1,251,089","296,036","380,390",GBP,Call,American,118.4819,GBP,8843203.54,GBP,21/2/26,13/2/28,,,,,,,None,,NS-119,MA-225,,,B2TUOM6B1IPXQZYIL053
31/5/25,99999990184,99990001,OTC,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,GFLRGFX6Q87YDA8AG485,Counterparty 628 Investments,CN,Broker Dealer,A,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,EUR/AUD,EUR/AUD,SFCXXX,,5/9/25,10/9/25,10/9/26,,"240,000,000",EUR,"230,606,841",AUD,1.090258,AUD,0.003351,,HIBOR,SONIA,83.83,248.26,Quarterly,At Maturity,ACT/365,ACT/365,GFLRGFX6Q87YDA8AG485,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Short,,,N,,,6/9/25,EUR,Cash,2025-09-05T19:00:00,"13,545,285",EUR,Mark-to-Market,Counterparty Statement,One-way CSA,N,CSA-6005,"4,597,877","3,059,915", -   ,"13,545,285","1,566,771","684,497",EUR,,,,,,,,,,,,,,,GMRA,2018,NS-147,MA-209,GFLRGFX6Q87YDA8AG485,,
31/5/25,99999990185,99990001,OTC,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,MJ2S85F22ZNPSK5KBM81,Counterparty 651 Investments,SG,Fund,BB,Equity,Option,Equity Option,OTC Derivative,Single Name Equity,AAPL,AAPL US Equity,OESXXX,US6320360672,18/12/25,19/12/25,19/6/26,,"40,000,000",USD,,,185.4129,USD,,,,,,,Semi-Annual,,30/360,,5493001KJTIIGC8Y1R12,MJ2S85F22ZNPSK5KBM81,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Buy,Long,236106,Metric Tonnes,N,,,20/12/25,USD,Cash,2025-12-20T19:00:00,"-1,492,702",USD,Mark-to-Market,Counterparty Statement,Fully Collateralised,Y,CSA-3020,"1,072,553","397,229","1,492,702", -   ,"58,833","182,597",USD,Put,Bermudan,189.1285,USD,1294091.99,USD,20/12/25,10/6/26,,,,,,,None,,NS-137,MA-233,,,
31/5/25,99999990186,99990001,Bilateral,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,TU4I4GR2IQYOCF8YQL44,Counterparty 235 Bank,CN,Bank,A,Equity,Forward,Equity Forward,OTC Derivative,Single Name Equity,Toyota,Toyota JP Equity,SESXXX,US4389595505,14/10/25,15/10/25,13/10/35,,"400,000,000",GBP,,,232.5483,GBP,,,,,,,Semi-Annual,,30/360,,5493001KJTIIGC8Y1R12,TU4I4GR2IQYOCF8YQL44,TU4I4GR2IQYOCF8YQL44,TU4I4GR2IQYOCF8YQL44,Buy,Long,384479,Shares,Y,LCHLGB2LXXX,2025-10-14T08:00:00,15/10/25,GBP,Physical,2025-10-15T19:00:00,"-22,674,837",GBP,Mark-to-Market,Internal Model,Fully Collateralised,N,CSA-6397,"537,385","1,403,676","22,674,837", -   ,"3,809,988","2,353,305",GBP,,,,,,,,,,,,,,,GMRA,1992,NS-121,MA-201,,,DP9SUPF6D4R09IMUT085
31/5/25,99999990187,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,RFEAZXTFFOSA28UGZR89,Counterparty 580 Pte Ltd,GB,Corporate,B,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,HKD/JPY,HKD/JPY,SFCXXX,,26/9/25,26/9/25,25/9/30,,"20,000,000",HKD,"20,755,455",JPY,1.541894,JPY,0.037967,,TONAR,EURIBOR,-2.21,132.08,At Maturity,At Maturity,30/360,ACT/360,254900F6KD0V3NHL4K90,RFEAZXTFFOSA28UGZR89,254900F6KD0V3NHL4K90,RFEAZXTFFOSA28UGZR89,Buy,Long,,,Y,CMEGUS33XXX,2025-09-26T01:00:00,27/9/25,HKD,Physical,2025-09-29T19:00:00,"127,794",HKD,Mark-to-Market,Internal Model,One-way CSA,N,CSA-6498,"334,818","312,023", -   ,"127,794","102,099","194,303",HKD,,,,,,,,,,,,,,,ISDA,,NS-131,MA-229,,,
31/5/25,99999990188,99990001,Bilateral,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,SYLEG89JRFZI1RLKJ452,Counterparty 624 Holdings,DE,Bank,BBB,Credit,Swap,Credit Default Swap,OTC Derivative,Reference Entity,5CU16IAJIX5ABDEZOV62,Toyota Motor,SCXXXX,,9/2/25,14/2/25,16/5/25,,"18,000,000",JPY,,,111.53,JPY,,,,,,,Semi-Annual,,ACT/360,,254900F6KD0V3NHL4K90,SYLEG89JRFZI1RLKJ452,254900F6KD0V3NHL4K90,SYLEG89JRFZI1RLKJ452,Buy,Short,,,Y,SGXASGSGXXX,2025-02-09T01:00:00,11/2/25,JPY,Cash,2025-02-11T19:00:00,"-117,049",JPY,Mark-to-Market,Counterparty Statement,Fully Collateralised,Y,CSA-3916,"114,087","73,447","169,201", -   ,"151,891","159,464",JPY,,,,,,,,,5CU16IAJIX5ABDEZOV62,Toyota Motor,Senior Bond 2028,Secured,Bankruptcy,MR,ISDA,,NS-105,MA-247,,,
31/5/25,99999990189,99990001,OTC,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,IMCC3E1UAA4QF6T9US39,Counterparty 930 Bank,JP,Asset Manager,AA,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,AUD/SGD,AUD/SGD,SFCXXX,,14/2/26,19/2/26,17/2/33,,"180,000,000",AUD,"152,157,596",SGD,1.46514,SGD,0.009723,,HIBOR,BBSW,-23.57,137.32,Annual,Semi-Annual,ACT/365,ACT/360,5493001KJTIIGC8Y1R12,IMCC3E1UAA4QF6T9US39,IMCC3E1UAA4QF6T9US39,IMCC3E1UAA4QF6T9US39,Buy,Long,,,N,,,15/2/26,AUD,Physical,2026-02-17T19:00:00,"13,749,241",AUD,Mark-to-Model,Market Data Vendor,Uncollateralised,N,CSA-6899,"1,091,797","1,678,615", -   ,"13,749,241","808,174","604,014",AUD,,,,,,,,,,,,,,,ISDA,2018,NS-125,MA-210,,R81C12M9OQT86M9TLU39,
31/5/25,99999990190,99990001,SEF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,8VUGC5TBGOGFG36YGB28,Counterparty 436 Capital,SG,Broker Dealer,B,Credit,Swap,Credit Default Swap,OTC Derivative,Reference Entity,OURFLAFIL2UWDAK0DF50,Toyota Motor,SCXXXX,,28/12/25,2/1/26,31/12/32,,"13,000,000",EUR,,,68.86,EUR,,,,,,,Monthly,,30/360,,5493001KJTIIGC8Y1R12,8VUGC5TBGOGFG36YGB28,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Buy,Long,,,N,,,29/12/25,EUR,Cash,2025-12-29T19:00:00,"754,673",EUR,Mark-to-Model,Counterparty Statement,Partially Collateralised,N,CSA-6670,"362,896","353,537", -   ,"178,460","98,795","31,672",EUR,,,,,,,,,OURFLAFIL2UWDAK0DF50,Toyota Motor,Senior Bond 2032,Secured,Restructuring,MR,ISDA,1992,NS-123,MA-224,,AZSNTANHARWICN1C6S18,
31/5/25,99999990191,99990001,SEF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,BZ19DE8Y24QCP46RIN94,Counterparty 298 Holdings,SG,Sovereign,BBB,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,USD/JPY,USD/JPY,SFCXXX,,29/5/25,31/5/25,30/5/30,,"150,000,000",USD,"137,082,580",JPY,1.594131,JPY,0.012323,,SONIA,SOFR,15.39,139.86,Semi-Annual,Annual,ACT/365,30/360,5493001KJTIIGC8Y1R12,BZ19DE8Y24QCP46RIN94,BZ19DE8Y24QCP46RIN94,5493001KJTIIGC8Y1R12,Buy,Short,,,N,,,30/5/25,USD,Physical,2025-05-29T19:00:00,"-162,474",USD,Mark-to-Market,Internal Model,Partially Collateralised,N,CSA-6106,"4,434,157","1,408,966","162,474", -   ,"251,231","69,639",USD,,,,,,,,,,,,,,,ISDA,,NS-142,MA-251,,PA8906QPAJHFYZ2OIA46,
